,Unnamed: 0,email,gender,visitorId,stepId,questionId,answerValue,answerId,answerTypeId,question,answer,Cluster,Cluster_Theme
203,1611,daniela.p+202_Rw2b_ZF2k@bss.com.mk,1,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
204,1612,daniela.p+202_Rw2b_ZF2k@bss.com.mk,1,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
205,1628,daniela.p+203_NfBj_R5H7@bss.com.mk,1,f9l91z1a20tmyrx0lk7tcbw0,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
206,1635,daniela.p+203_NfBj_R5H7@bss.com.mk,1,f9l91z1a20tmyrx0lk7tcbw0,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
207,1637,daniela.p+203_NfBj_R5H7@bss.com.mk,1,f9l91z1a20tmyrx0lk7tcbw0,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
208,1642,daniela.p+203_NfBj_R5H7@bss.com.mk,1,f9l91z1a20tmyrx0lk7tcbw0,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
209,1656,daniela.p+150_YhiF_NqPH@bss.com.mk,1,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
210,1661,daniela.p+150_YhiF_NqPH@bss.com.mk,1,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323c,Answer,Which of the following best describes your job function?,Formation of tourist products,2.0,Travel Industry Services
211,1664,daniela.p+150_YhiF_NqPH@bss.com.mk,1,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
212,1669,daniela.p+150_YhiF_NqPH@bss.com.mk,1,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
213,1670,daniela.p+150_YhiF_NqPH@bss.com.mk,1,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
214,1686,daniela.p+203_NfBj_DuMy@bss.com.mk,1,q6d3mph828gjpg1cu7vsqkx4,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
215,1693,daniela.p+203_NfBj_DuMy@bss.com.mk,1,q6d3mph828gjpg1cu7vsqkx4,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
216,1695,daniela.p+203_NfBj_DuMy@bss.com.mk,1,q6d3mph828gjpg1cu7vsqkx4,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
217,1700,daniela.p+203_NfBj_DuMy@bss.com.mk,1,q6d3mph828gjpg1cu7vsqkx4,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
218,1715,emilija+101_jj3C_g3J8@bss.com.mk,1,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
219,1723,emilija+101_jj3C_g3J8@bss.com.mk,1,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,2.0,Travel Industry Services
220,1724,emilija+101_jj3C_g3J8@bss.com.mk,1,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
221,1730,emilija+101_jj3C_g3J8@bss.com.mk,1,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
222,1747,emilija+100_L8gA_7JBa@bss.mk,0,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
223,1753,emilija+100_L8gA_7JBa@bss.mk,0,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73244,Answer,Which of the following best describes your job function?,Media,2.0,Travel Industry Services
224,1756,emilija+100_L8gA_7JBa@bss.mk,0,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
225,1764,emilija+100_L8gA_7JBa@bss.mk,0,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
226,1780,aleksandar.dimkov+mitt1_n5eA_J2i8@bss.com.mk,0,vgobo8s5ikba7uxggs4oeuzg,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,1.0,Event Management
227,1786,aleksandar.dimkov+mitt1_n5eA_J2i8@bss.com.mk,0,vgobo8s5ikba7uxggs4oeuzg,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
228,1787,aleksandar.dimkov+mitt1_n5eA_J2i8@bss.com.mk,0,vgobo8s5ikba7uxggs4oeuzg,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
229,1790,aleksandar.dimkov+mitt1_n5eA_J2i8@bss.com.mk,0,vgobo8s5ikba7uxggs4oeuzg,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,1.0,Event Management
230,1791,aleksandar.dimkov+mitt1_n5eA_J2i8@bss.com.mk,0,vgobo8s5ikba7uxggs4oeuzg,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73375,Answer,What is your company's annual purchasing budget?,5 - 10 million rubles,1.0,Event Management
231,1807,daniela.p+201_Fwae_AK8l@bss.com.mk,1,yxyhdns9mr7s3k8wdhbd7n5k,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,0.0,Tourism Services
232,1813,daniela.p+201_Fwae_AK8l@bss.com.mk,1,yxyhdns9mr7s3k8wdhbd7n5k,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
233,1815,daniela.p+201_Fwae_AK8l@bss.com.mk,1,yxyhdns9mr7s3k8wdhbd7n5k,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
234,1819,daniela.p+201_Fwae_AK8l@bss.com.mk,1,yxyhdns9mr7s3k8wdhbd7n5k,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,0.0,Tourism Services
235,1820,daniela.p+201_Fwae_AK8l@bss.com.mk,1,yxyhdns9mr7s3k8wdhbd7n5k,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
236,1836,tanja+182_jiPa_5IoL@bss.com.mk,1,35d97gdotgwa5lwpd0vs7k0h,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
237,1845,tanja+182_jiPa_5IoL@bss.com.mk,1,35d97gdotgwa5lwpd0vs7k0h,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
238,1850,tanja+182_jiPa_5IoL@bss.com.mk,1,35d97gdotgwa5lwpd0vs7k0h,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
239,1865,emilija_x3WF_2hGj@bss.com.mk,0,aj19tvz00ofz9t18chg8dm1r,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
240,1882,emilija+3_CmwU_NYnU@bss.com.mk,0,d06cnxqs2ghe6egg635797eb,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
241,1890,emilija+3_CmwU_NYnU@bss.com.mk,0,d06cnxqs2ghe6egg635797eb,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
242,1897,emilija+3_CmwU_NYnU@bss.com.mk,0,d06cnxqs2ghe6egg635797eb,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
243,1913,sergey.usenko_ucwx_BVBu@ite.group,0,mabr1wv773qmje0ttq0qwtbg,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
244,1932,emilija+01_I7vH_eEKa@bss.com.mk,1,rns6tfx45xfd4zrrzjufi688,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
245,1939,emilija+01_I7vH_eEKa@bss.com.mk,1,rns6tfx45xfd4zrrzjufi688,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
246,1944,emilija+01_I7vH_eEKa@bss.com.mk,1,rns6tfx45xfd4zrrzjufi688,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
247,1959,emilija_x3WF_b5QU@bss.com.mk,1,8oyg0bjxvux1vlfakoiaj7jv,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
248,1976,daniela.p+203_NfBj_zBgp@bss.com.mk,1,fo9fdaazpqxsftbbgkrxi6w6,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
249,1983,daniela.p+203_NfBj_zBgp@bss.com.mk,1,fo9fdaazpqxsftbbgkrxi6w6,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
250,1985,daniela.p+203_NfBj_zBgp@bss.com.mk,1,fo9fdaazpqxsftbbgkrxi6w6,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
251,1990,daniela.p+203_NfBj_zBgp@bss.com.mk,1,fo9fdaazpqxsftbbgkrxi6w6,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
252,2005,emilija+3_CmwU_F2JI@bss.com.mk,0,5uytvy9crand6h03ox1elvuc,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
253,2013,emilija+3_CmwU_F2JI@bss.com.mk,0,5uytvy9crand6h03ox1elvuc,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
254,2020,emilija+3_CmwU_F2JI@bss.com.mk,0,5uytvy9crand6h03ox1elvuc,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
255,2036,aleksandar.dimkov+mitt1_n5eA_tzip@bss.com.mk,0,awomj46ol5mlowhbdqavxwoj,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,1.0,Event Management
256,2042,aleksandar.dimkov+mitt1_n5eA_tzip@bss.com.mk,0,awomj46ol5mlowhbdqavxwoj,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
257,2043,aleksandar.dimkov+mitt1_n5eA_tzip@bss.com.mk,0,awomj46ol5mlowhbdqavxwoj,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
258,2046,aleksandar.dimkov+mitt1_n5eA_tzip@bss.com.mk,0,awomj46ol5mlowhbdqavxwoj,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,1.0,Event Management
259,2047,aleksandar.dimkov+mitt1_n5eA_tzip@bss.com.mk,0,awomj46ol5mlowhbdqavxwoj,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73375,Answer,What is your company's annual purchasing budget?,5 - 10 million rubles,1.0,Event Management
260,2063,tanja+182_jiPa_H11i@bss.com.mk,0,fs5gjd2k2z3o2gif5gni04rs,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
261,2072,tanja+182_jiPa_H11i@bss.com.mk,0,fs5gjd2k2z3o2gif5gni04rs,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
262,2077,tanja+182_jiPa_H11i@bss.com.mk,0,fs5gjd2k2z3o2gif5gni04rs,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
263,2094,emilija+100_L8gA_JDxN@bss.mk,1,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
264,2100,emilija+100_L8gA_JDxN@bss.mk,1,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73244,Answer,Which of the following best describes your job function?,Media,2.0,Travel Industry Services
265,2103,emilija+100_L8gA_JDxN@bss.mk,1,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
266,2111,emilija+100_L8gA_JDxN@bss.mk,1,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
267,2130,emilija+100_zbmO_lsjt@bss.com.mk,1,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
268,2135,emilija+100_zbmO_lsjt@bss.com.mk,1,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73244,Answer,Which of the following best describes your job function?,Media,2.0,Travel Industry Services
269,2136,emilija+100_zbmO_lsjt@bss.com.mk,1,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
270,2143,emilija+100_zbmO_lsjt@bss.com.mk,1,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
271,2159,3990147_SeNs_09Hr@gmail.com,0,sl0pqtnqavydiqidf8nxzrea,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,0.0,Tourism Services
272,2169,3990147_SeNs_09Hr@gmail.com,0,sl0pqtnqavydiqidf8nxzrea,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
273,2176,3990147_SeNs_09Hr@gmail.com,0,sl0pqtnqavydiqidf8nxzrea,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,0.0,Tourism Services
274,2192,daniela.p+201_Fwae_HTYS@bss.com.mk,1,nwgueloa1n8u9v2eegzvfamb,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,0.0,Tourism Services
275,2198,daniela.p+201_Fwae_HTYS@bss.com.mk,1,nwgueloa1n8u9v2eegzvfamb,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
276,2200,daniela.p+201_Fwae_HTYS@bss.com.mk,1,nwgueloa1n8u9v2eegzvfamb,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
277,2204,daniela.p+201_Fwae_HTYS@bss.com.mk,1,nwgueloa1n8u9v2eegzvfamb,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,0.0,Tourism Services
278,2205,daniela.p+201_Fwae_HTYS@bss.com.mk,1,nwgueloa1n8u9v2eegzvfamb,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,0.0,Tourism Services
279,2221,aleksandar.dimkov+mitt1_n5eA_oG2a@bss.com.mk,1,3a17inawhgac2o0xtix3fb3n,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,1.0,Event Management
280,2227,aleksandar.dimkov+mitt1_n5eA_oG2a@bss.com.mk,1,3a17inawhgac2o0xtix3fb3n,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
281,2228,aleksandar.dimkov+mitt1_n5eA_oG2a@bss.com.mk,1,3a17inawhgac2o0xtix3fb3n,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
282,2231,aleksandar.dimkov+mitt1_n5eA_oG2a@bss.com.mk,1,3a17inawhgac2o0xtix3fb3n,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,1.0,Event Management
283,2232,aleksandar.dimkov+mitt1_n5eA_oG2a@bss.com.mk,1,3a17inawhgac2o0xtix3fb3n,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73375,Answer,What is your company's annual purchasing budget?,5 - 10 million rubles,1.0,Event Management
284,2249,aleksandar.dimkov+mb1_Xc8j_vvSH@bss.com.mk,1,y67npjis9odvv7cgl9867epq,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,1.0,Event Management
285,2252,aleksandar.dimkov+mb1_Xc8j_vvSH@bss.com.mk,1,y67npjis9odvv7cgl9867epq,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
286,2255,aleksandar.dimkov+mb1_Xc8j_vvSH@bss.com.mk,1,y67npjis9odvv7cgl9867epq,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
287,2258,aleksandar.dimkov+mb1_Xc8j_vvSH@bss.com.mk,1,y67npjis9odvv7cgl9867epq,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,1.0,Event Management
288,2274,tanja+202_99oJ_VzXA@bss.mk,0,hcrco3j3ndo542hbg2twb0np,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
289,2281,tanja+202_99oJ_VzXA@bss.mk,0,hcrco3j3ndo542hbg2twb0np,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323c,Answer,Which of the following best describes your job function?,Formation of tourist products,2.0,Travel Industry Services
290,2282,tanja+202_99oJ_VzXA@bss.mk,0,hcrco3j3ndo542hbg2twb0np,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73292,Answer,Please indicate your company's main area of business,Accommodation Provider,2.0,Travel Industry Services
291,2286,tanja+202_99oJ_VzXA@bss.mk,0,hcrco3j3ndo542hbg2twb0np,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
292,2287,tanja+202_99oJ_VzXA@bss.mk,0,hcrco3j3ndo542hbg2twb0np,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73374,Answer,What is your company's annual purchasing budget?,1 - 5 million rubles,2.0,Travel Industry Services
293,2303,daniela.p+202_Rw2b_Oi3B@bss.com.mk,1,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
294,2310,daniela.p+202_Rw2b_Oi3B@bss.com.mk,1,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73229,Answer,Which of the following best describes your job function?,Marketing,2.0,Travel Industry Services
295,2312,daniela.p+202_Rw2b_Oi3B@bss.com.mk,1,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
296,2318,daniela.p+202_Rw2b_Oi3B@bss.com.mk,1,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
297,2319,daniela.p+202_Rw2b_Oi3B@bss.com.mk,1,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
298,2335,daniela.p+151_o4q3_Mt3G@bss.com.mk,1,m8scogphlixjvlwkks009zl9,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
299,2354,emilija+100_zbmO_4ZQ4@bss.com.mk,1,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
300,2359,emilija+100_zbmO_4ZQ4@bss.com.mk,1,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73244,Answer,Which of the following best describes your job function?,Media,2.0,Travel Industry Services
301,2360,emilija+100_zbmO_4ZQ4@bss.com.mk,1,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
